linear_regression,lasso_selection,correlation_selection,lasso,splines
-4.171883530574747,-3.875814336440821,-15.69192512623907,-3.4176456973058795,-1.5523193199349332
-4.014743977605188,-3.7270270950807673,-14.955873016438122,-3.5875359213562903,-1.6619809645415689
-4.035992383980962,-3.4385893221791854,-17.175601635785043,-3.732957318932173,-1.410607231784067
-4.366689528161265,-4.014031416658369,-15.059796977599625,-4.413710938462246,-1.3144626048241086
-3.550960216372134,-4.169420315584024,-14.583367257706264,-4.191605229484958,-1.1785775193171302
-4.16571870923329,-4.160496395913313,-16.43361055316079,-3.6711896785871097,-1.5110877479620737
-3.98601256015638,-4.315116325576283,-17.25828553906255,-3.782707293483869,-1.4785389144298533
-3.8831330111100777,-4.463801902629406,-14.71184099928011,-4.155349201375984,-1.4403289528226697
-3.6195448174818927,-3.268886178772098,-14.13112240739994,-3.586512701387657,-1.1673651204727071
-3.188869354643325,-4.120526278736376,-15.50912535978793,-4.339196759965563,-1.1920246760789923
-3.7501345938566373,-2.9475854492867275,-14.738789255947573,-3.887812392841627,-1.3214567769318555
-4.235632805897063,-3.8406861383672237,-13.230660478194677,-3.6299031927845204,-1.3999526309964252
-4.886237914521906,-4.303676267143039,-18.86893301764011,-4.393844965614039,-1.4228795634504843
-4.079154062726385,-4.373664716507418,-15.227789749582753,-3.1802890558987102,-1.472088169385168
-4.215219671058155,-4.569268323413895,-16.03415400178515,-3.904007647386688,-1.550289849373057
-3.9112960297450052,-3.679702048879443,-12.944942245791273,-3.857565117910949,-1.416519098072462
-4.13463550464885,-4.1029041121505445,-16.04168196693557,-4.1908424432523255,-1.4065199204688972
-3.3009204573292346,-3.330923031049984,-14.455967909933442,-3.3293873298704155,-1.5413809439605204
-3.418915083476904,-3.962761689108312,-16.11949963228314,-4.284509373226512,-1.5056353841380763
-3.594616732811702,-3.649487130277932,-13.243298632964681,-3.6295630145655093,-1.6530741003121672
-3.518841877827542,-3.983343847604656,-15.748850929912656,-4.377668106678332,-1.3730325400209007
-4.345255742297464,-4.087276916758953,-16.627026860565028,-3.86062434408198,-1.3916596074409753
-4.469623420794085,-3.1602485089066183,-17.234911258834618,-3.858923137348971,-1.328326083068603
-3.9286484812129387,-3.590930294431974,-13.58278078219216,-3.81322198843535,-1.339750790589574
-3.6309588741098096,-4.117415612450243,-13.962250457980138,-4.209564420623555,-1.7863376499531818
-3.9148391506952285,-3.9322366693659094,-13.633458371379719,-4.414513931263122,-1.3892364725207353
-4.000073038244168,-4.2225854812921755,-17.95179386686034,-2.9046752173431063,-1.3453679693736107
-3.815984314367439,-4.35668382689009,-14.25027025271117,-4.073396412169297,-1.3998482615033634
-3.7067015891000734,-3.893386441255929,-17.220161525498842,-3.8545254474052397,-1.2935086055079872
-3.9588484563851183,-4.097924844952505,-13.322750662027598,-3.7800493340679635,-1.6300994380794878
-3.6257363691393683,-3.384502004739812,-18.141322404888356,-3.799657439768048,-1.5721403817025716
-3.307855778991747,-4.060169015680151,-14.458930659049877,-3.74507563446485,-1.4686950634725873
-4.614609450730366,-3.630990386894445,-13.374564336263106,-3.6622465652344456,-1.241610199270314
-4.142984872417772,-3.1963480185605078,-19.13768348392778,-4.329958657491185,-1.3060461929944576
-4.374983045752142,-3.8034005226645187,-15.406911256848453,-3.4868371072003246,-1.6738986427303488
-4.404072522167844,-4.146105255505812,-15.084530854103843,-3.6545039613911916,-1.4264165577059493
-3.582689365910512,-3.7080930133860224,-16.287584391576488,-3.9966615513666786,-1.3874782809941215
-3.5250389167903444,-4.198760123799576,-15.392506041455919,-4.3210537125541295,-1.343137777901225
-3.5389785821663944,-4.751546123837477,-13.544972351974844,-4.196295450712086,-1.330364893036226
-3.447313769122665,-3.5885593648107577,-16.916782538709004,-3.183818204710344,-1.6485824462737104
-3.869321300262795,-4.078010523764645,-15.534609287400377,-3.818514902400964,-1.3514819541386751
-4.432810290123811,-3.429529302576005,-17.604224748921936,-3.442621934581198,-1.5410813468919964
-4.728289889513941,-4.646851430308392,-13.609726263023793,-3.4404583621868685,-1.4615172311296116
-3.179138993782715,-3.800165529817919,-16.029253280105173,-3.651740178915264,-1.271231641972157
-4.028745154904673,-3.2976810231576272,-16.263924334820317,-5.02217798160099,-1.4126640952579028
-3.2744024628305706,-4.209038383521017,-13.770296318160804,-4.132505273953347,-1.4615165472905225
-4.316300889928724,-3.722254168723354,-14.246497234644798,-3.6273068598190554,-1.4332269621795521
-4.3146258930007075,-4.018296804384577,-14.450766181617434,-4.0392042562138615,-1.438129566399788
-3.4355564216264054,-4.423255238922774,-15.939225333431143,-4.637376899779531,-1.2684479455770001
-4.013858239307354,-3.8034133242229586,-16.756288215478474,-4.359856562507662,-1.4893538934316088
-3.8629907778455372,-3.6752131109935435,-16.157175285588053,-3.593341069094076,-1.360807267867994
-4.851839152422375,-4.031449632944056,-15.085488882176273,-3.505358150284803,-1.3677210902429753
-3.34079826687526,-4.079972636915494,-14.064662957337372,-3.8974129256686454,-1.3623655633192113
-3.4229019248212524,-4.047108954331931,-16.00097369549006,-4.143536341345689,-1.662448025480814
-4.127591180729568,-3.542129264976881,-13.778563858688091,-4.030989645530311,-1.2464199064377086
-3.6640600256681273,-4.559462002496577,-14.873104486349709,-4.248702006046848,-1.4624981051141215
-3.7687260200711634,-4.2169976279462364,-16.998675152879972,-3.134498380576627,-1.2056700924235986
-4.520508743730704,-3.809525052225042,-16.967039113750893,-3.529765358747235,-1.6919396134399523
-3.5278729705699874,-3.4317017008201707,-13.332672253514652,-4.725175067228407,-1.3598770208458657
-3.9136096669110554,-4.35716723791542,-14.28624509853211,-4.177567930727804,-1.502822992304629
-3.663674991405387,-4.568558232907131,-15.961276973226406,-3.830260233777213,-1.527821051339661
-3.824897179957169,-3.3958120509228054,-17.1607555686169,-4.002662136611161,-1.584086743263572
-4.29069179055399,-3.7691014469813613,-17.402843959878318,-3.7006776566561546,-1.2084646949574438
-3.8870027834040797,-3.9361505621087045,-13.875195021870692,-3.65997461951154,-1.2623526488435348
-3.965498336565267,-4.025039712411472,-15.525535646890253,-3.6090540417636174,-1.3665196430453688
-3.9271093996492543,-3.8098914137255573,-15.874213255670117,-3.745517827410068,-1.6555277739994412
-3.9091412434070967,-4.353997595699268,-12.216374713657922,-3.6180303542886922,-1.400672566584383
-4.10441379002188,-3.799774150278454,-14.492361167231426,-3.747514850997328,-1.4586373235425185
-3.5784594942429235,-3.320670764448272,-17.782376847127953,-4.961868887210623,-1.365891182113057
-4.095015177102829,-3.850019685218201,-15.285027061707428,-4.02108186296031,-1.5344544307739079
-4.122874881384592,-4.187840395554666,-14.437491890058086,-3.752096901150092,-1.3747112422939654
-4.115895142696249,-3.3346499346587497,-15.11718237284628,-3.694321950677016,-1.2800821668656621
-3.266676507980932,-4.0393888348707785,-16.78321694387278,-4.111717863239981,-1.2619375545313611
-3.3687054694522747,-4.069823092898054,-14.643620470750845,-4.220832881887706,-1.5214226701747884
-3.8627776221605155,-4.123132060463656,-15.672496147567669,-3.854563101088478,-1.4841690423038627
-3.5903225647812933,-4.2624022107283865,-17.22653726579732,-3.555188030091932,-1.425739031150422
-4.509669972931277,-3.4124942076291336,-14.739112418474521,-3.4976614045128156,-1.3109566230169787
-4.4016061410746365,-4.468651593296314,-16.74077193534165,-3.4182101331894863,-1.502300492
-3.697244360414107,-3.2830680040243627,-12.170696958092714,-4.859652919759796,-1.5670845034388625
-4.0498384185839775,-3.9290503485944654,-14.17508662097671,-3.3250542566444063,-1.2933934300950276
-4.015706440779701,-4.17144686799987,-18.35247756981765,-4.1598835544799115,-1.2792714642316096
-3.4700754772566182,-3.9629692309691493,-15.478734662537663,-3.236759021870791,-1.8164607274927047
-3.8512188005544687,-3.939128700661692,-14.206524356688272,-4.440946509276406,-1.2829845479279218
-3.720895365969649,-3.886597936885229,-14.180328381623246,-3.792536723437921,-1.4496987862596251
-4.18652590686387,-3.404240190701968,-15.692015561529452,-3.373881358054913,-1.2791448568984058
-3.9496175235877153,-3.478338527055469,-16.671999734463384,-4.302400562982559,-1.3597498337134657
-3.9361379359336754,-4.349185509996003,-15.291872820615884,-4.470161075407928,-1.704015072262476
-4.034363222099468,-3.827424127426,-16.28658701775878,-4.03122216463054,-1.2829805020836293
-3.785395357422233,-3.99684142263252,-13.773498665038714,-3.86694253059619,-1.4842168745265363
-4.029974449860744,-4.484224094937279,-15.045631901571175,-4.2520689017215485,-1.6968621645011925
-4.228283408579945,-3.8508565529429974,-14.406909513323175,-4.131344109216694,-1.419466781680603
-3.590685937264313,-3.444422401149082,-13.828530604911178,-4.395205260604213,-1.3455921008111082
-3.931145754851387,-4.23714897074156,-13.70554641692249,-3.8887212247027745,-1.1644126537647017
-3.6157376340004777,-3.6243154630651833,-18.494445335819943,-3.8709184458603088,-1.5819416861684603
-4.1623519562170115,-3.1784927172961326,-16.54342482219349,-4.092681741970055,-1.25367222725957
-4.1920569232031335,-3.972142578510803,-15.089757354846705,-3.6328844419908437,-1.5810259207744362
-4.128248358407366,-4.044642261074622,-16.244015970682565,-3.973571341388099,-1.3394445067096927
-3.9431253693880643,-4.83849529636316,-18.36686246813328,-3.601796550631715,-1.4411187998818236
-3.3289168052617195,-3.3729564453963867,-13.067138647803084,-3.2658914326469093,-1.4197605624203617
-3.923255534673638,-3.892702616419701,-16.93258273391791,-3.6651088427507417,-1.6042693322717185
-3.943683368516737,-3.260284728198906,-14.502656642889402,-4.164626810059666,-1.2970632795963057
-3.866162755199673,-4.213726383343609,-16.70323946890596,-3.7883329907044336,-1.5099127156923422
-3.8255153561152997,-4.1597570256485055,-16.808798619507805,-3.7815921523413225,-1.3342244513306636
-3.7929354198272747,-4.388417673972452,-15.150795662828548,-3.7174538335784995,-1.8025672596806166
-3.9188001463041626,-3.4526527405822782,-15.176038157990908,-3.7494588119099435,-1.1005441928834356
-3.8409142918658703,-4.3525584283261285,-15.866289772408585,-4.3115963685832135,-1.3725735139703263
-3.660457361657807,-3.773925991364108,-14.96178232946173,-4.348947550521482,-1.2178536188041722
-4.173753228998816,-4.057128069281214,-12.660769125176609,-3.998274268038862,-1.5482800533368755
-4.0993136972228355,-3.648333417538564,-14.782766318749735,-3.662326747298575,-1.4205443167519456
-4.362589265672829,-3.4610269313686586,-13.249936608000501,-4.304912439980284,-1.4422748662611207
-4.096573359602622,-3.8950514045982145,-17.226298665641067,-3.8464353725616243,-1.6035926508794733
-3.3889014499029235,-4.414791569703183,-15.367562962741783,-2.849023757313406,-1.2764768313424415
-3.372661618989891,-3.437312885447911,-14.685238549742367,-4.07628737260323,-1.4748118726965804
-4.72717539513203,-4.049246061064619,-15.605674033933374,-3.7138896875942002,-1.4923120409813602
-4.0637776165753925,-4.459943517049882,-15.033297667944655,-4.128356885731336,-1.5394331653798325
-3.9780639562217686,-4.026862288306469,-13.747863617478565,-3.9168693691234693,-1.3294716480833357
-3.8729135861222295,-4.165462969078584,-17.702947837829868,-3.9027907361033485,-1.4582950049766104
-3.3994813503189922,-3.7286119496675827,-16.93479584184299,-4.260644643005845,-1.1780773943213836
-3.6606366992261403,-3.3354909785784392,-14.878991583191562,-4.091222817215557,-1.4948408167502876
-4.109577615868955,-4.310467345608158,-15.18255345056023,-3.6256030121154708,-1.4223935567671737
-3.1402130180934327,-3.9522245835115615,-16.9054278338858,-3.560157809300029,-1.566476171479749
-4.290415790772258,-4.689630607946423,-15.685527810100488,-4.759357480852855,-1.2494878703236376
-3.635650004491951,-4.514209042005588,-16.3722547368359,-3.88720689782897,-1.3341517058380856
-3.854793797874835,-3.2644767548721294,-12.511750382115714,-3.665917001917167,-1.626627794952186
-4.415935958669283,-3.706437039043697,-13.901086826305516,-4.292860368156784,-1.5163458872844613
-4.062430969697333,-3.8720522702859914,-14.264755033473522,-3.4444810796050898,-1.2815736651822298
-4.087420568007486,-3.3142162618134434,-16.05560342395608,-3.9666563328041384,-1.552967261535475
-3.732114015345075,-4.130533687303537,-16.91559939889306,-3.863032920477256,-1.360485879091676
-3.8053052345674327,-3.2834230534571285,-16.522233727905185,-3.9511490049619877,-1.3590215619115364
-4.077290187620839,-4.728060863664108,-17.473269012465067,-4.188371609250387,-1.2922457755634718
-4.436583956560831,-3.6694021798636687,-15.484630964061763,-3.6344291113993994,-1.5482984331975884
-3.544907971688952,-3.855456346038323,-15.774933064017818,-3.0719046039986058,-1.3215737750287289
-3.896900298332444,-3.6630034110189977,-14.476739636243998,-4.104552707324557,-1.5488964302248156
-3.992664474448273,-3.433150324286081,-14.643017216921816,-3.6060164003399366,-1.3667633245228603
-3.532823515421155,-3.166552906577428,-16.19069729349027,-4.272565852442382,-1.4525099164045492
-4.671651682140514,-3.964014296977869,-13.744282427054879,-4.422864401738561,-1.4630887622836286
-3.4496911877475687,-3.637269750071277,-17.88602914874465,-3.9033105081896218,-1.5904933402230053
-3.9776784797104274,-4.32953439289662,-15.179011716201098,-3.5283079559421444,-1.3411470560690815
-3.5465958365377106,-4.468387228101227,-13.2635606023364,-4.185601632258045,-1.3640931062570103
-3.732872994686455,-3.564093236942214,-15.23475543963413,-4.221298124899273,-1.5369135937971148
-4.271784927404906,-4.295035281370603,-15.397995941391077,-4.474634297681564,-1.2374045823836608
-4.007330419232472,-3.719721479423101,-14.61334621101785,-4.0457758256388,-1.5000148195299257
-4.4823469130699864,-3.8773134511800835,-14.625448211279084,-3.8746266061469288,-1.285808120153487
-3.878870465651052,-4.396089277695882,-15.14216839011618,-3.5794646568378594,-1.4117205366325312
-3.5421766298689645,-3.422587279807502,-17.669642684992688,-3.198415043399974,-1.3485527155965598
-3.452907444977265,-4.364197273683231,-16.520580112392405,-4.512354263132568,-1.4653544835935222
-3.939117926917802,-3.9122143892837404,-12.022886123439166,-3.8468017810436526,-1.632862955618013
-4.073313918129498,-4.243747980995335,-18.151467991609238,-3.8009948805537386,-1.4326060182323643
-3.6275434387116245,-3.3266103053625002,-14.78739893432925,-3.4672124172644416,-1.4789236449957635
-4.172801496052846,-3.6643924676304613,-17.118451760281776,-4.261098505656564,-1.5451556157111555
-3.4838421617708484,-4.198120295728052,-16.537527631424826,-4.647843024984388,-1.4424437689787388
-3.753285417956851,-4.038419203014476,-14.696059209347393,-3.685377448830062,-1.8349285525447445
-3.3476475922425335,-3.8427387435666263,-13.97522705555883,-3.4968182318910714,-1.5491694447931859
-4.2422676408726,-4.167307556604308,-16.207977546888593,-4.027002043732416,-1.278715723421589
-4.3317969846007855,-4.274962246001994,-15.47138172690466,-3.503577640865501,-1.2712597396650853
-3.8402910478468066,-4.01501170075266,-14.33839054199155,-3.4643532189960142,-1.288072506903085
-4.024833200298199,-3.390779592599724,-17.439336089988615,-3.8211855394237912,-1.2190712424247112
-3.769093472692752,-4.036526117450303,-15.24370185602191,-3.861027514753585,-1.4803477534275218
-4.267931694659813,-3.623319814192355,-13.24810610621959,-4.144826985900396,-1.3157066696615711
-3.7712498515551656,-4.124044427789033,-16.007456148760582,-3.487996207355005,-1.2598310853637311
-4.361767667433833,-4.111674451766256,-13.311407615586024,-3.75101676625061,-1.4290499026299326
-3.2671606562018054,-3.4591440327332865,-17.581041814740843,-4.566877351278025,-1.419792319622633
-3.5518571725167423,-3.8186422896083734,-15.416373990105964,-4.067472161259907,-1.5624084581386641
-3.732426127059843,-3.666734832923695,-15.793331849495228,-3.4786668084277395,-1.3778589786936577
-4.10668361255837,-4.415342494073807,-12.839158281923329,-3.5776324850255623,-1.3247358946563286
-4.566377868068881,-3.844913694211846,-15.007952083775532,-3.347226113562781,-1.3845659975355633
-4.012441316795356,-3.7703579030582306,-16.534765570132368,-3.7274451266856587,-1.7335538418250345
-3.8368304831841042,-3.7358245450652774,-16.347531152161896,-4.9561278231661055,-1.4808718142202268
-3.828272771531448,-4.007636927464181,-15.452237307127955,-4.135051228208731,-1.294010683843289
-4.31237259387189,-3.5826608770952104,-15.332137931237577,-3.6439307753417434,-1.6794509283454107
-3.5735328898633876,-4.201571260836072,-14.123428653648437,-3.5255084100621885,-1.4156599563228416
-4.617611441240342,-3.6264791163087224,-14.5974217472294,-3.5467012524335337,-1.236947264185942
-3.9929589841593223,-3.774952164279254,-14.842736817037418,-4.120922007819028,-1.4040151577719004
-3.8196691005758137,-4.029590891420898,-15.81469960137345,-3.4800088345930615,-1.279726899466369
-3.8225212350782014,-4.414573276500974,-15.44073804109189,-4.150294903979158,-1.3882181680421648
-3.6015293773671413,-4.131476541135569,-15.919780968992832,-4.228170191580319,-1.6250836960350197
-3.860526278936063,-4.145693653640635,-16.86372215844654,-4.012496045411453,-1.4409356961215285
-3.6422953241231033,-3.585476361003199,-13.696511983467225,-4.405991663917912,-1.3111399571464155
-4.1310018900396805,-3.5759576801105513,-16.370146998634223,-3.927994090019188,-1.4935565604635195
-4.739898939946307,-3.972076081892518,-15.57847585932163,-3.9737621212827503,-1.2827584974827662
-3.4970413071524273,-4.300959232352767,-16.748159315717405,-3.914462468960711,-1.3390675409412298
-3.7931914479622364,-4.007308907837648,-14.70263188454638,-3.7053248426957723,-1.2669927722912635
-3.8488029753003197,-3.7111475099788995,-16.294707174101916,-3.8737723277129064,-1.7658449502432332
-4.09679303800379,-3.93457071286702,-15.116454306393202,-4.222374529493192,-1.4510529755463517
-3.8600831231996398,-3.843508564273203,-13.823261236701956,-3.3964634247804377,-1.4294863570168472
-3.2434242760210283,-4.101967576217066,-14.481003303475553,-3.71709834615734,-1.3678522443788357
-3.9491233133005545,-3.8113255302544835,-15.213308700464623,-3.8577643665712924,-1.3963260842211411
-4.443248878129716,-3.4335450081294483,-14.98508499591851,-3.5836743919642715,-1.4990876400832096
-3.7019515509672507,-4.151399390988469,-16.2149143266291,-4.727890263871466,-1.5257092913706543
-3.7571693841980096,-4.881219082554395,-15.99701864094368,-4.24372595817872,-1.4879446685381807
-4.450676006815774,-3.3987942636168493,-15.588834419000182,-4.083362288821568,-1.151494192634384
-3.3022383854224233,-3.8613808211766862,-15.996909984282446,-4.10781181721856,-1.391168956791729
-3.7530405307294803,-4.1148150440887745,-13.070707515917361,-3.5862865747819437,-1.5408446325049439
-3.754525904604913,-3.882566567595958,-14.006319038873007,-3.937517527282014,-1.4279941471880147
-4.154179911627898,-3.5280960455748436,-15.96026183843493,-3.774028438465926,-1.1977118537909588
-3.7017639961029527,-3.664369204698853,-14.008854225588166,-3.6906535739514026,-1.5816022430458647
-4.125941584116888,-4.039131801430793,-15.643230522678115,-3.56023027623917,-1.482976991962524
-4.201864434540579,-3.3381294726261497,-15.638680484180666,-3.717515090806958,-1.2759767310164023
-3.982610747060563,-4.373676052385788,-18.440436043907255,-4.309183905598708,-1.7141482268099084
-4.130373393613219,-4.191793549760811,-14.760911245097546,-4.055369599637164,-1.6552241268404138
-3.8793611416447202,-3.5740138742300824,-16.852625031871415,-3.3665434816289754,-1.653679506750349
-4.1007434523217805,-4.070629748216546,-17.15776311072053,-3.8989631900227444,-1.3605985775088243
-4.671132087230173,-3.465877841033787,-14.403963989644794,-3.400429488310233,-1.3410693882881393
-3.323223672856003,-4.2315747897785085,-13.322163063679964,-4.1773375472543135,-1.3148444782326676
-4.3537225503655215,-3.775658277541588,-14.767960979070773,-4.073457134688875,-1.3792983067179683
-4.0009737155859275,-4.174154825913639,-16.691118990891333,-5.299006180422312,-1.237167513518924
-3.442083119064633,-3.5765160003861203,-14.94481310783669,-2.8740140611893334,-1.4738125948920877
-3.40953069931751,-3.89022804932915,-15.385321346609539,-3.7252083884898046,-1.4738695392420849
-3.7646322102712673,-4.1076978168035385,-16.134331787711336,-4.145840356797204,-1.300356431758576
-4.021812190474593,-3.2537392794603783,-15.881135626966403,-4.633271410182045,-1.3204447820485912
-2.762032948186843,-4.087426124254688,-15.200046191488543,-3.6659707666467973,-1.3897888742547602
-4.15246722976765,-3.776872798796955,-16.017228456450496,-3.996072633893468,-1.4163376078532892
-4.07539961529629,-4.316593684657652,-14.146991641561184,-4.223457246228734,-1.454006123115768
-4.216496004772921,-3.264728007272076,-14.046011968335117,-3.4138922800266687,-1.5477808391920826
-4.398514632202967,-4.012733309135902,-15.763378706476987,-4.3516678355744185,-1.4779731182340878
-4.170188017147774,-4.0714350128416426,-15.759433091107706,-4.295362954646224,-1.4568528257073485
-3.6962444159735695,-3.901243872107059,-14.684038985626755,-3.515487300893978,-1.4818140460808151
-4.365922485418005,-3.9072249794904863,-16.001886132934317,-3.2816361013488184,-1.1882291564097716
-3.353811426980311,-4.386813183010643,-17.03334752977138,-3.966024977954117,-1.4725592731734587
-4.062293435922155,-3.562169557169323,-16.62736374106194,-4.122222710325336,-1.5595244238808936
-3.3970820604466234,-3.6050234153693994,-15.353477662129004,-3.9300442048263298,-1.3743711890028139
-3.9321372139889488,-4.507387696533563,-16.218448195906007,-4.051316725562821,-1.4433131324114583
-3.330739621923207,-3.7617874136403135,-18.05241812946694,-3.511773899849306,-1.4337029894784137
-4.325280467397681,-3.957219987870758,-14.568610762792135,-4.195352934329794,-1.356974619613958
-3.940678261790318,-3.886823974874123,-12.911755760377812,-3.854429676969611,-1.5186678342173614
-3.860600565069033,-4.116330418067159,-15.459609841718231,-4.473777861830141,-1.3916392807324556
-4.3612280855405645,-4.294482124007384,-16.423986077812852,-3.604339035425097,-1.5335248515624083
-4.310812239738376,-3.8260027530732588,-14.869861172706525,-3.4760946356834594,-1.369093748681385
-3.534555020123878,-3.4890724487617,-13.632813081731314,-3.9367340797814645,-1.2941995492778056
-3.680163094105417,-4.132896814194933,-14.65686385987008,-3.985260137558158,-1.4735156393044975
-3.81705764661201,-3.027577291611603,-16.800795349632885,-3.9600729213773684,-1.4449905107023697
-3.766608036672104,-3.8839728106020472,-13.366095806191847,-3.884590517647558,-1.2423697506502636
-4.010940242680291,-3.900391097931026,-14.898068874111166,-3.8990256073056964,-1.2815960919586364
-3.818423648624679,-3.8701945621221503,-15.76665562926708,-4.339581265752557,-1.4899682695156478
-4.514814841776756,-3.4971748188013216,-15.095723697503715,-4.569226709886631,-1.4347801122303923
-4.07422088326699,-4.395936613956777,-14.050275477941666,-3.3864691886613065,-1.4250250912806375
-4.273741848679523,-4.339015464625456,-17.579639501026577,-4.062113315290995,-1.340277807250745
-3.6038541490014424,-4.1239551804157,-14.968269763004132,-3.3089228117509877,-1.4840091285222683
-3.5375348973236633,-3.936919672812551,-16.305896521825456,-3.692628931643376,-1.568433387575819
-3.9793750635111467,-3.6904228385772404,-17.20003032383429,-3.657715668037018,-1.4197168975637586
-3.9457257136183914,-3.4644262276017024,-14.911856172003336,-3.8168417471717784,-1.3539546260970696
-4.27789488386931,-3.670566251869448,-15.425868129812203,-3.774804561896628,-1.4178618077462466
-3.977020967881596,-3.8436891867699687,-13.241859743075654,-3.6154704624348586,-1.513217145905873
-3.6819569724733636,-4.146978897559134,-13.522812887547857,-3.9016020782784553,-1.5212569177614221
-3.7808572088679933,-4.139976200015911,-18.405971192151636,-3.977523150707837,-1.4138227767761873
-3.9637850722585277,-3.4570820965836457,-13.22752104875719,-3.741661179224979,-1.518979301270036
-4.04602103676019,-3.9494153546960775,-14.64030310555615,-4.28385684948142,-1.1628767049569015
-3.9566563632417617,-4.518755203563331,-17.169977729160024,-3.7164090535875776,-1.5110014385843533
-3.437116734897474,-4.140228679110701,-16.741129882155416,-4.475176908984064,-1.381664386442341
-3.5504465137110968,-3.7661590784228127,-21.71947234486887,-4.178934975198985,-1.4576790262026857
-4.132656818937389,-4.045629127399788,-12.42059433053443,-3.6907811038971885,-1.3528691596228448
-3.993171007188671,-3.854708978311497,-14.666133460914168,-3.5919012892596425,-1.2860673161830993
-3.9797218615955336,-3.3681805056828744,-16.022378249346968,-4.1395261692835685,-1.5671533121764227
-3.7885871410217153,-4.017015302127708,-15.102942916488338,-3.7839427638421017,-1.236389426907278
-4.34041727110249,-3.648650713488059,-15.058273253636038,-3.639021519665457,-1.4372643956969073
-3.41390689515842,-4.221649327021615,-16.905248341303245,-4.25764034798653,-1.441551971813981
-3.6764748219642978,-4.000166106828739,-16.17060920319387,-4.353921657560228,-1.3451703285834744
-4.385750553735693,-3.964793232624473,-12.466396350353815,-3.7879859204409962,-1.5831328696802205
-3.864546877128627,-4.277082172735475,-13.535574577774623,-3.663716430248157,-1.5520334904974038
-3.8635491543106983,-3.389398291579859,-14.898055061251183,-3.9559103515844236,-1.3362373412515969
-3.9175123311583175,-3.2023945065037593,-15.009923652327451,-3.7359018567467017,-1.5386486344612085
-4.095408721816954,-3.8103024413997635,-15.84685384997872,-4.356860256113335,-1.3712413851845522
-3.441457563258502,-4.76560211806398,-14.145933395152777,-4.111064906639915,-1.2794669382541466
-4.202034965580664,-4.216021853019549,-14.612816699288913,-3.888773500668113,-1.4369962030274277
-4.211425220145237,-3.7094386991176864,-16.703418300437185,-3.3072238630268656,-1.5753507637250166
-4.116461610437954,-4.196377768679143,-15.10145474081709,-3.956894986439353,-1.3861584135843203
